0	1116.584424	721.1426514
1	1120.388892	714.5555542
2	1125.165039	703.153894
3	1130.144531	691.9640991
4	1134.847778	681.3962158
5	1139.534375	671.10271
6	1144.39729	660.2622925
7	1148.6	648.5
8	1153.204858	637.4556763
9	1156.905005	626.7375
10	1159.8	613.8
11	1163.96001	601.9
12	1168.5	590
13	1170.63999	579.1900024
14	1173.146143	565.3384644
15	1175.350006	555.4035797
16	1176.5	542.1
17	1179.518335	529.675
18	1180.6	517.6
19	1183.365509	500.8106079
20	1184.13999	491.7
21	1184.266675	479.1666687
22	1183.712109	465.7268372
23	1183.40387	453.2665024
24	1185.25	437.375
25	1184.271436	426.8
26	1186.133325	413.7333313
27	1185.049756	402.0085388
28	1185.35	388.5
29	1185.86499	374.825
30	1186.5	373.5
31	1180	345
32	1172	344.25
33	1152.333333	346.5
34	1140.125	346.75
35	1129.25	347.4
36	1116	346.5
37	1104.116675	347.4166687
38	1090.46189	345.7476196
39	1078.5	345.5
40	1065.968433	345.9526306
41	1051.7	345.6
42	1042.07041	345.1336731
43	1027.313037	345.0521729
44	1013.7	344.4
45	1001.072729	343.4818237
46	987.954541	343.2
47	976.007019	343.721051
48	961.5198608	346.2321899
49	948.4151611	345.27099
50	934.1	346.3
51	921	345.8
52	909.4	348.075
53	899.4927856	350.4028259
54	895.4168823	356.802594
55	894.0615356	371.5461548
56	890.7636353	382.8181824
57	890.362854	393.8373291
58	890.1	408.7
59	888.8569458	421.99375
60	889.475	436.4
61	888.9090942	448.7363647
62	891.2068848	463.1595154
63	890.0857056	476.5571411
64	890.7	487.7833313
65	891.0179321	501.4626953
66	891.9111084	513.4111084
67	891.8770508	526.5150879
68	892.6172363	539.4339966
69	892.5	553.3
70	893.7789307	564.7756958
71	893.9738037	575.6625
72	894.5598999	589.3269897
73	894.4	602
74	896.2	615.3599976
75	896.4512939	626.550647
76	899.0775513	639.3755127
77	899.5569824	651.1410767
78	900.6547119	662.043396
79	902.7181763	675.0181763
80	907.9659302	684.6186279
81	912.1742188	690.2680054
82	920.3	694.3
83	933.1428589	699.6285767
84	945.0479492	701.227478
85	956.5117188	701.3204224
86	969.2986694	702.1657715
87	981.3444458	700.4
88	992.2714233	701.7
89	1005.845166	702.9935425
90	1018.607874	701.3424194
91	1031.75	699.15
92	1043.18811	697.3892822
93	1053.903076	696.0861572
94	1062.5	694.5
95	1078.432678	683.990387
96	1088.433325	680.5
97	1100.99469	677.0271301
98	1105.1	673.3
99	1111.55686	665.9137207
100	1113.835132	653.7243286
101	1114.648267	642.3055176
102	1114.7	630.2375
103	1117.641113	617.8033325
104	1118.7	607.2
105	1119.7	594.4
106	1120.418188	580.7363647
107	1120.15	569.65
108	1121.586035	556.7910034
109	1121.159912	544.7264771
110	1122.73999	532.1799927
111	1122.216064	520.8660767
112	1122.7	506.3
113	1123.13999	493.7400024
114	1123.014282	481.5
115	1121.780005	469.3400024
116	1122.6	455.9799988
117	1122.945459	443.502594
118	1123.485718	429.9285706
119	1124.685693	416.8571411
120	1122.166667	404.6666667
121	1123.75	388.4
122	1114.966675	376.2833313
123	1100.166656	375.375
124	1087.157153	377.6428589
125	1073.81958	377.6489136
126	1061.947363	379.5736816
127	1048.623828	381.4166687
128	1038.035596	379.4372864
129	1025.762366	380.6677429
130	1012.62334	381.7599976
131	995.8571411	382.3833313
132	985.0246094	381.8672302
133	973.2	383.8
134	959.6	387.7
135	947.2666626	386.7
136	935.2261963	389.5595245
137	930.25	408.75
138	931.4	417.3
139	931.7	431.8
140	931.8058716	443.1582031
141	932.0009399	457.1033325
142	932.4211304	471.8350708
143	935.3	483.1
144	934.8742798	496.2799988
145	933.7411743	509.4294128
146	935.8	521.1
147	934.6809448	533.7
148	935.4824219	547.5598877
149	935.1	558.9
150	936.5455322	571.7998291
151	935.7272583	584.3437256
152	935.4888916	597.5777832
153	936.1142822	609.6964233
154	936.8766357	621.421106
155	936.7848511	634.0606079
156	937.5690918	645.2727295
157	940.4544189	656.7060425
158	947.1400024	667.2400024
159	951.2899536	672.4286987
160	963.1846191	675.3384521
161	973.6	675.1
162	985.9	676.2
163	997.9971191	674.3013428
164	1010.661536	674.3307739
165	1023.328577	674
166	1035.705957	673.4630859
167	1047.580005	673.5
168	1061.5	672.8
169	1071.253857	672.1384644
170	1073.5	671
171	1085.762268	654.3357849
172	1088.116943	645.7127441
173	1085.655566	634.2
174	1088.066675	622.7333374
175	1088.142578	607.9150635
176	1089.133057	596.4769409
177	1089.164868	584.9443237
178	1090.271436	573.6
179	1091.061548	561.6615356
180	1092.253857	548.0076904
181	1092.273901	535.0382568
182	1092.4	523.3666626
183	1092.4	509.3
184	1093.228564	498
185	1094.867749	483.7929016
186	1094.6	472.3
187	1095.342212	458.6136353
188	1095.840649	446.332489
189	1095.465869	434.3342773
190	1092.276514	420.500354
191	1088.116675	412.0333313
192	1080.763647	407.9545471
193	1071.1	403.4
194	1058.03999	402.1066711
195	1045.953955	400.1429626
196	1032.366675	403.1
197	1019.466663	403.5866699
198	1008.616418	404.7850769
199	995.3	407.9
200	982.9315796	409.8087769
201	973.1090942	417.3272705
202	967.875	421.4
203	963.4952393	431.2190491
204	962.8	445.6
205	962.6012207	458.4439026
206	960.5	472
207	962.1920288	483.4574524
208	962.2666626	497
209	963.3153076	510.1407837
210	962.6615356	523.6107727
211	961.9145142	535.7098022
212	963.9738403	548.9451294
213	963.9613647	561.7038574
214	963.7436279	572.5745361
215	963.6517212	585.3344849
216	964.810144	597.7074341
217	966.9701782	610.2947388
218	967.1717896	622.0512817
219	968.6333374	633.8
220	975.4755493	639.7155518
221	982.75	641.875
222	995.8333374	647.2
223	1007.041672	649.125
224	1021.2125	649.7150024
225	1032.15332	650.3677734
226	1040.75	652.25
227	1060	651.8500061
228	1069.966675	656.0333374
229	1075.525635	661.1987305
230	1088.75	676.5416718
231	1089.916667	684.25
232	1089.5	688.5